name,url,category,summary,ingredients,directions,total,servings_n,yield,calories,fat_100g,satfat_100g,sugars_100g,salt_100g,fat_fsa,satfat_fsa,sugars_fsa,salt_fsa,fat_score,satfat_score,sugars_score,salt_score,fsa_score,fsa_health_label,rating,dish_type_scraped,cuisine_scraped,total_minutes,ingredient_count,dish_type_llm,cuisine_llm,image_path,dish_type_normalised
Garlic Shrimp Linguine,https://www.allrecipes.com/recipe/17048/garlic-shrimp-linguine/,main-dish,A dazzlingly simple and delicious recipe. This is an elegant dish to serve drop-in dinner guests.,"1 pound uncooked linguine ; 1 tablespoon butter ; 3 tablespoons white wine ; 2 teaspoons grated Parmesan cheese ; 3 cloves garlic, minced ; 1 teaspoon chopped fresh parsley ; 1 pinch salt and pepper to taste ; 1 pound medium shrimp, peeled and deveined","Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. In a medium saucepan, melt butter over medium low heat; add wine, cheese, garlic, parsley and salt and pepper to taste. Simmer over low heat for 3 to 5 minutes, stirring frequently. Increase heat to medium high and add shrimp to saucepan; cook for about 3 to 4 minutes or until shrimp begins to turn pink. Do not overcook. Divide pasta into portions and spoon sauce on top; garnish with Parmesan cheese and fresh parsley, if desired.",30 mins,8.0,8 servings,286.6,3.491479128317796,1.2113294934980108,1.4250935217623657,0.2249866397482334,amber,green,green,green,2.0,1.0,1.0,1.0,5.0,healthy,4.27,Seafood Main Dishes,American,30.0,8,Pasta and Noodles,Italian,recipe_images/recipe_127.jpg,Pasta
Salmon with Brown Sugar Glaze,https://www.allrecipes.com/recipe/180764/salmon-with-brown-sugar-glaze/,main-dish,This is my favorite recipe! I make this way too often. It's quick and easy! I serve this with rice and broccoli.,¼ cup packed light brown sugar ; 2 tablespoons Dijon mustard ; 4 (6 ounce) boneless salmon fillets ;   salt and ground black pepper to taste,"Preheat the oven's broiler and set the oven rack at about 6 inches from the heat source; prepare the rack of a broiler pan with cooking spray. Season the salmon with salt and pepper and arrange onto the prepared broiler pan. Whisk together the brown sugar and Dijon mustard in a small bowl; spoon mixture evenly onto top of salmon fillets. Cook under the preheated broiler until the fish flakes easily with a fork, 10 to 15 minutes.",15 mins,4.0,4 servings,329.9,8.963895421220085,1.8259786969152023,7.35924747544612,0.428828330336146,amber,amber,amber,amber,2.0,2.0,2.0,2.0,8.0,healthy,4.6,Seafood Main Dishes,American,15.0,4,Seafood,American,recipe_images/recipe_139.jpg,Seafood
Easy Baked BBQ Pork Chops,https://www.allrecipes.com/recipe/241372/easy-baked-bbq-pork-chops/,main-dish,"If you love BBQ sauce, this is a tasty and easy dish to whip up when you're short on time. We like these BBQ chops with long grain rice mixed with turmeric and peas.","1  onion, finely chopped ; 1 cup ketchup ; 2 tablespoons white wine vinegar ; 2 tablespoons honey ; 2 tablespoons brown sugar ; 1 tablespoon Worcestershire sauce ; 1 tablespoon yellow mustard ; 1 teaspoon cayenne pepper ; 6  thin pork chops ;   salt and ground black pepper to taste","Preheat oven to 440 degrees F (227 degrees C). Whisk onion, ketchup, vinegar, honey, brown sugar, Worcestershire sauce, mustard, and cayenne pepper together in a bowl until barbeque sauce is smooth. Place pork chops on a baking sheet and season with salt and pepper. Top each pork chop with 2 tablespoons barbeque sauce. Bake in the preheated oven until pork chops are cooked through, about 30 minutes. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C).",45 mins,6.0,6 servings,189.2,2.2639610934093577,0.8049639443233272,10.263290290122422,0.6942814019788698,green,green,amber,amber,1.0,1.0,2.0,2.0,6.0,healthy,4.46,Pork,American,45.0,10,Pork,American,recipe_images/recipe_148.jpg,Meat Dishes
Pam's Bierocks,https://www.allrecipes.com/recipe/23658/pams-bierocks/,main-dish,"A German dish, these sweet dinner rolls are stuffed with ground beef, onion, and cabbage.  A great alternative to the Finnish pasty!","2 cups warm water ; 2 (.25 ounce) packages active dry yeast ; ½ cup white sugar ; ¼ cup margarine, softened ; 1  egg ; 2 teaspoons salt ; 7 cups all-purpose flour ; 1 pound lean ground beef ; 1 cup chopped onion ; 6 cups shredded cabbage ; 1 teaspoon salt ; 1 teaspoon black pepper ; ¼ cup melted butter","Prepare dough: In a large bowl, dissolve yeast in warm water. Let stand until creamy, about 10 minutes. Mix in sugar, margarine, egg, salt and 1/2 of the flour. Beat until smooth; add remaining flour until dough pulls together. Place in oiled bowl. Cover with foil and refrigerate for 2 hours or overnight, OR let it rise for 1 hour. In a large heavy skillet, brown meat. Add onion, cabbage, salt and simmer 30 minutes. Cool until lukewarm. Preheat oven to 350 degrees F (175 degrees C.) Coat a cookie sheet with non-stick spray. Punch down dough and divide into 20 pieces. Spread each piece of dough out on an un-floured surface and fill with approximately 2 tablespoons filling. fold dough over and seal edges. Place on prepared cookie sheet and let rise for 1 hour. Bake in the preheated oven for 25 minutes, or until golden brown. Brush with butter and serve.",1 hr 30 mins,20.0,20 stuffed rolls,293.3,7.730738382149724,3.0149879690383923,4.793057796932828,0.8039967917435713,amber,amber,green,amber,2.0,2.0,1.0,2.0,7.0,healthy,4.65,Savory Pie Recipes,American,90.0,13,Casserole and Pies,American,recipe_images/recipe_150.jpg,Casserole and Pies
Healthier Stuffed Peppers,https://www.allrecipes.com/recipe/219447/healthier-stuffed-peppers/,main-dish,"This healthier stuffed peppers recipe uses an assortment of colored peppers, lean ground beef, brown rice, fresh onion and garlic, and natural tomato sauce. So colorful and so healthy!","½ cup brown rice ; 1 cup water ; 1 pound lean ground beef ; 2 cloves garlic, minced ; 1  onion, chopped ; 2  green bell peppers ; 2  red bell peppers ; 2  yellow bell peppers ; 1 (8 ounce) can natural tomato sauce ; 1 tablespoon Worcestershire sauce ;   salt and ground black pepper to taste ; 1 (8 ounce) can natural tomato sauce ; 1 teaspoon Italian seasoning ; ¼ cup grated Parmesan cheese, optional","Preheat oven to 350 degrees F (175 degrees C). Bring brown rice and water to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until rice is tender and liquid has been absorbed, 45 to 50 minutes. Cook and stir beef, garlic, and onion in a skillet over medium heat until meat is evenly browned and onion is softened, about 5 minutes. Remove and discard the tops, seeds, and membranes of the green, red, and yellow bell peppers. Arrange peppers in a baking dish with the hollowed sides facing upward. Slice the bottoms off the peppers if necessary so that they stand upright. Mix the browned beef, cooked rice, 1 can tomato sauce, Worcestershire sauce, salt, and pepper in a bowl. Spoon an equal amount of the mixture into each hollowed pepper. Mix the remaining tomato sauce and Italian seasoning in a bowl, and pour over the stuffed peppers. Bake in the preheated oven, basting with sauce every 15 minutes, until the peppers are tender, about 1 hour. Sprinkle the peppers with grated Parmesan cheese after baking.",2 hrs,6.0,6 servings,290.7,5.473822634996301,2.169803567025561,4.487548286348319,0.6765842031725158,amber,amber,green,amber,2.0,2.0,1.0,2.0,7.0,healthy,4.55,Stuffed,American,120.0,14,Stuffed Dishes,American,recipe_images/recipe_157.jpg,Stuffed Dishes
Gravy Baked Pork Chops,https://www.allrecipes.com/recipe/17546/gravy-baked-pork-chops/,main-dish,"These pork chops will melt in your mouth. They are very good and easy to assemble. They are first sauteed in butter, then baked in a creamy mushroom sauce.",4  (1 1/4 inch thick) pork chops ;   salt and pepper to taste ; 1 tablespoon butter ; ¾ cup milk ; ¼ cup water ; 1 (10.75 ounce) can  condensed cream of mushroom soup,"Preheat oven to 350 degrees F (175 degrees C). Season pork chops with salt and pepper to taste. Melt the butter in a large skillet over medium high heat. Saute the pork chops in the butter for about 5 minutes per side. In a separate medium bowl, combine the milk, water and soup. Place the pork chops in a 9x13 inch baking dish and pour the soup mixture over the chops. Bake at 350 degrees F (175 degrees C) for 45 minutes.",55 mins,4.0,4 servings,234.4,8.816631372816905,3.351777216112212,2.4045358289500647,1.0691076348566613,amber,amber,green,amber,2.0,2.0,1.0,2.0,7.0,healthy,4.39,Pork,American,55.0,6,Pork,American,recipe_images/recipe_175.jpg,Meat Dishes
Stuffed Peppers with Turkey and Vegetables,https://www.allrecipes.com/recipe/79805/stuffed-peppers-with-turkey-and-vegetables/,main-dish,This is a great alternative to the beef and rice stuffed peppers.,"4  green bell peppers, tops removed, seeded ; 1 pound ground turkey ; 2 tablespoons olive oil ; ½  onion, chopped ; 1 cup sliced mushrooms ; 1  zucchini, chopped ; ½  red bell pepper, chopped ; ½  yellow bell pepper, chopped ; 1 cup fresh spinach ; 1 (14.5 ounce) can diced tomatoes, drained ; 1 tablespoon tomato paste ;   Italian seasoning to taste ;   garlic powder to taste ;   salt and pepper to taste","Preheat oven to 350 degrees F (175 degrees C). Wrap the green bell peppers in aluminum foil, and place in a baking dish. Bake 15 minutes in the preheated oven. Remove from heat. In a skillet over medium heat, cook the turkey until evenly brown. Set aside. Heat oil in the skillet, and cook onion, mushrooms, zucchini, red bell pepper, yellow bell pepper, and spinach until tender. Return turkey to the skillet. Mix in the tomatoes and tomato paste, and season with Italian seasoning, garlic powder, salt, and pepper. Stuff the green peppers with the skillet mixture. Return peppers to the oven, and continue cooking 15 minutes.",50 mins,4.0,4 servings,279.3,5.7370078378192,1.1768221205782976,2.0594387110120205,0.4338612177350769,amber,green,green,amber,2.0,1.0,1.0,2.0,6.0,healthy,4.45,Stuffed,American,50.0,14,Stuffed Dishes,American,recipe_images/recipe_192.jpg,Stuffed Dishes
Sandy's Primavera Casserole,https://www.allrecipes.com/recipe/245032/sandys-primavera-casserole/,main-dish,Feel free to swap in your favorite vegetables for the ones used here.,"8 ounces shaped pasta such as gemilli, fusilli, or rotelle ; 3 tablespoons olive oil ; 1 large red bell pepper, cut into 1/2-inch dice ; 1 large yellow squash, quartered lengthwise, cut into 1/4-inch pieces ; 2 cloves garlic, thinly sliced ; 4 ounces sugar snap peas, strings removed, halved ; 6  asparagus spears, ends trimmed, cut into 1-inch pieces ; 2 tablespoons flour ; 1 teaspoon salt ; 2 cups milk ; 1 cup grape tomatoes, halved ; 1 cup grated Parmesan cheese, divided ; ⅓ cup chopped fresh basil ; ¼ cup panko bread crumbs","Preheat oven to 400 degrees F. Spray a 9x13-inch baking dish with cooking spray. Cook pasta according to package directions. Drain and transfer to a large bowl. Meanwhile, heat oil in a large skillet over medium heat. Cook bell pepper, squash, and garlic, stirring occasionally, until pepper is crisp-tender, 7 to 10 minutes. Add snap peas and asparagus and cook, stirring, until asparagus is crisp-tender, 2 minutes more. Put flour and salt in a bowl and whisk in milk until smooth. Add flour mixture to skillet and bring to a simmer over medium heat, stirring frequently, until sauce is lightly thickened, 3 to 5 minutes. Pour mixture over pasta and stir in tomatoes, 3/4 cup parmesan, and basil. Transfer to prepared baking dish and sprinkle with panko and remaining 1/4 cup parmesan. Bake until top is lightly golden and sauce is bubbling, about 15 minutes.",57 mins,6.0,9 cups,350.1,5.294809779056085,1.764936593018695,2.588573669760753,0.6412602954634592,amber,amber,green,amber,2.0,2.0,1.0,2.0,7.0,healthy,4.93,,,57.0,14,Casserole and Pies,Italian,recipe_images/recipe_195.jpg,Casserole and Pies
Vegetarian Chickpea Sandwich Filling,https://www.allrecipes.com/recipe/16715/vegetarian-chickpea-sandwich-filling/,main-dish,"Serve this tasty sandwich spread on crusty whole grain rolls or pita bread, with lettuce and tomato. Other raw, chopped vegetables can be substituted for the celery.  Your favorite salad dressing can be substituted for the mayo.","1 (19 ounce) can garbanzo beans, drained and rinsed ; 1 stalk celery, chopped ; ½  onion, chopped ; 1 tablespoon mayonnaise ; 1 tablespoon lemon juice ; 1 teaspoon dried dill weed ;   salt and pepper to taste","Drain and rinse chickpeas. Pour chickpeas into a medium size mixing bowl and mash with a fork. Mix in celery, onion, mayonnaise (to taste), lemon juice, dill, salt and pepper to taste.",20 mins,3.0,2 to 3 servings,258.6,2.57529786131873,0.3552134981129283,0.5328202471693924,0.6394953008214312,green,green,green,amber,1.0,1.0,1.0,2.0,5.0,healthy,4.43,Sandwich Recipes,American,20.0,7,Sandwich,American,recipe_images/recipe_199.jpg,Sandwiches and Tacos
Soy-Honey Glazed Salmon with Asparagus,https://www.allrecipes.com/recipe/242503/soy-honey-glazed-salmon-with-asparagus/,main-dish,Lovely low-ingredient seafood meal! Serve with your choice of grain if needed. Also would be good with other veggies. This recipe is easy to double for larger families.,"1 bunch fresh asparagus, trimmed, or as desired ; 1 tablespoon reduced-sodium soy sauce ; 1 tablespoon honey ; 1 teaspoon olive oil, or as needed ; 1 (8 ounce) salmon fillet ;   sea salt and ground black pepper to taste","Place a steamer insert into a saucepan and fill with water to just below the bottom of the steamer. Bring water to a boil. Add asparagus, cover, and steam until slightly tender, 2 to 4 minutes. Whisk soy sauce and honey together in a bowl until glaze is smooth. Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Line a baking sheet with aluminum foil and brush with olive oil. Place salmon fillet and asparagus on the prepared baking sheet; season with salt and pepper. Broil in the preheated oven for 5 minutes. Drizzle 2/3 of the glaze over salmon and asparagus. Broil until fish flakes easily with a fork, 3 to 5 minutes. Drizzle remaining glaze over salmon.",20 mins,2.0,2 servings,291.6,7.7285579641847315,1.3195098963242224,8.105560791705937,0.767200754005655,amber,green,amber,amber,2.0,1.0,2.0,2.0,7.0,healthy,4.72,Seafood Main Dishes,American,20.0,6,Seafood,Asian,recipe_images/recipe_217.jpg,Seafood
Mushroom Chicken Piccata,https://www.allrecipes.com/recipe/15134/mushroom-chicken-piccata/,main-dish,Classic Piccata reaches a new peak with the marvelous addition of mushrooms! This is a favorite in our family. Serve with rice and a green salad if desired.,"½ cup all-purpose flour ; 1 teaspoon salt ; ½ teaspoon paprika ; 1  egg ; 2 tablespoons milk ; 6  skinless, boneless chicken breast halves ; 4 tablespoons butter ; ½ pound fresh mushrooms, sliced ; ¼ cup chopped onion ; 1 cup chicken broth ; ½ cup white wine ; 2 tablespoons lemon juice ; 1 tablespoon cornstarch ; 1 tablespoon chopped fresh parsley, for garnish","In a shallow dish or bowl, mix together flour, salt and paprika. In a separate dish or bowl, mix together egg and milk. Dip chicken pieces in egg mixture, then in seasoned flour. In a large skillet, heat butter or margarine over medium-high heat. Saute chicken pieces until golden brown. Add mushrooms and onion and saute for 3 to 5 minutes. In a medium bowl combine the broth, wine, lemon juice and cornstarch. Mix together and pour mixture over chicken and mushrooms. Reduce heat to medium low and let chicken mixture simmer for 25 minutes or until chicken is cooked through and juices run clear. Sprinkle with parsley and serve.",50 mins,6.0,6 servings,287.7,7.598327718472215,4.091407233023501,1.315095182043268,1.272354588626862,amber,amber,green,amber,2.0,2.0,1.0,2.0,7.0,healthy,4.55,Chicken,Italian,50.0,14,Poultry,Italian,recipe_images/recipe_234.jpg,Meat Dishes
